elapsed_seconds,alpha,theta,beta,stillness,valid
444,0.2468236645884199,0.16389329714644602,0.15836947551044486,0.9870349865863651,1
445,0.24598750250778978,0.16448448928028245,0.15840926628378804,0.9880818188831086,1
446,0.2453185728432857,0.1649574429873516,0.15844109890246258,0.9886363055856052,1
447,0.24478342911168244,0.16533580595300693,0.15846656499740222,0.9881475360243379,1
448,0.24435531412639983,0.16563849632553118,0.15848693787335394,0.9875033588874662,1
449,0.24401282213817374,0.1658806486235506,0.1585032361741153,0.9875387177662608,1
450,0.24373882854759288,0.1660743704619661,0.15851627481472438,0.9866075081860947,1
451,0.2435196336751282,0.16622934793269853,0.15852670572721167,0.9861283049563951,1
452,0.24334427777715645,0.16635332990928448,0.15853505045720148,0.9860879553502853,1
453,0.26134208888839183,0.19974933059409425,0.19349470703242785,0.9857462812928641,1
454,0.2757403377773801,0.22646613114194206,0.22146243229260895,0.9857336052171825,1
455,0.28725893688857074,0.2478395715802203,0.24383661250075384,0.9851163920552035,1
456,0.2964738161775233,0.2649383239308429,0.26173595666726973,0.9850567205300785,1
457,0.3038457196086853,0.27861732581134097,0.27605543200048244,0.9847444555363795,1
458,0.3097432423536149,0.28956052731573945,0.2875110122670526,0.9847736780834843,1
459,0.3144612605495586,0.2983150885192582,0.29667547648030873,0.9844847259808285,1
460,0.3182356751063135,0.3053187374820732,0.30400704785091365,0.9843633638536738,1
461,0.3212552067517175,0.31092165665232524,0.3098723049473976,0.984257099232126,1
462,0.32367083206804065,0.31540399198852687,0.31456451062458474,0.9844776973664705,1
463,0.32560333232109917,0.31898986025748816,0.31831827516633443,0.9850177578010343,1
464,0.327149332523546,0.3218585548726572,0.3213212867997342,0.9839544675050598,1
465,0.3283861326855035,0.3241535105647924,0.323723696106454,0.9827374171384752,1
466,0.32937557281506946,0.32598947511850057,0.32564562355182985,0.9823644060510798,1
467,0.33016712491872224,0.3274582467614671,0.32718316550813054,0.9823625005043961,1
468,0.33080036660164447,0.32863326407584037,0.32841319907317107,0.9827131672364838,1
469,0.33130695994798226,0.329573277927339,0.32939722592520354,0.9819645840638331,1
470,0.33171223462505245,0.33032528900853786,0.3301844474068295,0.98039337229317,1
471,0.33203645436670864,0.33092689787349694,0.3308142245921303,0.9826027914864984,1
472,0.33229583016003356,0.3314081849654642,0.3313180463403709,0.9816602258649407,1
473,0.3325033307946935,0.33179321463903805,0.33172110373896335,0.9824389659991082,1
474,0.3326693313024215,0.3321012383778971,0.33204354965783733,0.9834589982237583,1
475,0.33280213170860384,0.33234765736898436,0.33230150639293654,0.9820806888242458,1
476,0.3329083720335497,0.33254479256185415,0.3325078717810159,0.9827894610622574,1
477,0.33299336429350646,0.33270250071615,0.33267296409147934,0.9825778806716502,1
478,0.3330613581014718,0.33282866723958665,0.3328050379398501,0.9823232594977888,1
479,0.3331157531478441,0.332929600458336,0.33291069701854675,0.9820870182573208,1
480,0.33315926918494193,0.33301034703333543,0.3329952242815041,0.9817157103362896,1
481,0.3331940820146202,0.333074944293335,0.3330628460918699,0.9817032149725645,1
482,0.33322193227836283,0.33312662210133465,0.3331169435401626,0.9818287719343548,1
483,0.33324421248935693,0.3331679643477344,0.3331602214987967,0.9821407736499685,1
